Date,HT,AT,HS,AS
2018-03-17,Curicó,Audax Italiano,3,0
2018-03-18,Universidad de Concepcion,Colo Colo,2,1
2018-03-18,San Luis,Iquique,0,0
2018-03-18,Antofagasta,O'Higgins,3,2
2018-03-18,Universidad Catolica,Unión Española,3,1
2018-03-19,Huachipato,Union Calera,2,0
2018-03-30,Audax Italiano,Universidad de Chile,2,3
2018-03-31,Colo Colo,Universidad Catolica,1,0
2018-03-31,Huachipato,Everton,2,0
2018-03-31,O'Higgins,San Luis,4,0
2018-03-31,Curicó,Temuco,1,1
2018-04-01,Iquique,Universidad de Concepcion,1,3
2018-04-01,Palestino,Antofagasta,1,1
2018-04-01,Union Calera,Unión Española,1,0
2018-04-06,Temuco,Iquique,0,4
2018-04-07,Everton,Union Calera,1,3
2018-04-07,Antofagasta,Huachipato,0,4
2018-04-07,Universidad de Chile,Curicó,2,1
2018-04-07,Universidad de Concepcion,Audax Italiano,1,0
2018-04-08,San Luis,Colo Colo,1,0
2018-04-08,Universidad Catolica,Palestino,2,1
2018-04-08,Unión Española,O'Higgins,2,0
2018-04-13,Union Calera,Universidad de Concepcion,1,3
2018-04-14,Palestino,Everton,2,1
2018-04-14,O'Higgins,Universidad Catolica,0,1
2018-04-14,Huachipato,Temuco,0,0
2018-04-14,Curicó,Antofagasta,3,4
2018-04-15,Universidad de Chile,Colo Colo,1,3
2018-04-15,Iquique,Unión Española,0,1
2018-04-15,Audax Italiano,San Luis,1,1
2018-04-20,Unión Española,Huachipato,2,1
2018-04-21,Iquique,Palestino,2,1
2018-04-21,Colo Colo,Temuco,2,0
2018-04-21,Universidad de Concepcion,Everton,2,0
2018-04-22,O'Higgins,Curicó,2,2
2018-04-22,Union Calera,Universidad de Chile,6,1
2018-04-22,Universidad Catolica,Audax Italiano,1,0
2018-04-22,Antofagasta,San Luis,1,0
2018-04-28,Curicó,Colo Colo,0,0
2018-04-28,Huachipato,Iquique,2,2
2018-04-28,Everton,Unión Española,1,1
2018-04-28,Audax Italiano,Antofagasta,0,0
2018-04-29,Palestino,O'Higgins,2,3
2018-04-29,Temuco,Union Calera,0,2
2018-04-29,Universidad de Chile,Universidad de Concepcion,1,2
2018-04-29,San Luis,Universidad Catolica,1,1
2018-05-04,Unión Española,San Luis,4,0
2018-05-05,Iquique,Curicó,2,2
2018-05-05,Antofagasta,Temuco,3,2
2018-05-05,Union Calera,Audax Italiano,1,0
2018-05-05,Universidad Catolica,Huachipato,3,1
2018-05-06,O'Higgins,Universidad de Chile,0,1
2018-05-06,Palestino,Universidad de Concepcion,1,2
2018-05-06,Colo Colo,Everton,3,1
2018-05-11,Colo Colo,Iquique,0,0
2018-05-12,San Luis,Union Calera,1,2
2018-05-12,Huachipato,Palestino,1,1
2018-05-12,Everton,Curicó,1,1
2018-05-13,Universidad Catolica,Universidad de Chile,1,1
2018-05-13,Temuco,Unión Española,2,0
2018-05-13,Audax Italiano,O'Higgins,1,2
2018-05-13,Universidad de Concepcion,Antofagasta,3,2
2018-05-18,Universidad de Chile,Palestino,1,2
2018-05-19,Iquique,Audax Italiano,1,1
2018-05-19,Union Calera,O'Higgins,4,0
2018-05-19,Unión Española,Colo Colo,3,2
2018-05-20,Antofagasta,Everton,3,2
2018-05-20,Universidad de Concepcion,Universidad Catolica,0,0
2018-05-20,Curicó,Huachipato,2,1
2018-05-21,Temuco,San Luis,2,2
2018-05-26,San Luis,Universidad de Concepcion,0,3
2018-05-26,Huachipato,Universidad de Chile,0,1
2018-05-26,O'Higgins,Iquique,2,1
2018-05-26,Universidad Catolica,Antofagasta,0,0
2018-05-27,Palestino,Curicó,2,1
2018-05-27,Everton,Temuco,2,2
2018-05-27,Audax Italiano,Unión Española,1,1
2018-05-28,Colo Colo,Union Calera,0,2
2018-07-20,Universidad de Concepcion,Palestino,3,2
2018-07-21,Union Calera,Colo Colo,1,2
2018-07-21,Temuco,Antofagasta,1,1
2018-07-21,Universidad Catolica,Iquique,2,2
2018-07-21,Unión Española,Audax Italiano,2,4
2018-07-22,Curicó,San Luis,1,0
2018-07-22,Universidad de Chile,Huachipato,2,2
2018-07-22,Everton,O'Higgins,0,1
2018-07-27,Huachipato,Unión Española,1,1
2018-07-28,Palestino,Universidad Catolica,2,2
2018-07-28,Antofagasta,Universidad de Chile,4,0
2018-07-28,Audax Italiano,Universidad de Concepcion,4,1
2018-07-29,Iquique,Everton,1,1
2018-07-29,San Luis,Temuco,1,2
2018-07-29,Colo Colo,Curicó,2,0
2018-07-29,O'Higgins,Union Calera,2,3
2018-08-03,Union Calera,Palestino,1,1
2018-08-04,Temuco,Colo Colo,1,0
2018-08-04,Universidad Catolica,Everton,2,1
2018-08-04,Universidad de Concepcion,Huachipato,1,0
2018-08-05,San Luis,O'Higgins,2,0
2018-08-05,Antofagasta,Curicó,2,0
2018-08-05,Universidad de Chile,Audax Italiano,1,2
2018-08-05,Unión Española,Iquique,0,0
2018-08-10,Everton,Universidad de Concepcion,1,0
2018-08-11,Palestino,Temuco,1,1
2018-08-11,Union Calera,Universidad Catolica,2,2
2018-08-11,Unión Española,Universidad de Chile,1,4
2018-08-11,Curicó,Iquique,0,0
2018-08-12,O'Higgins,Antofagasta,0,3
2018-08-12,Colo Colo,San Luis,3,2
2018-08-12,Huachipato,Audax Italiano,1,0
2018-08-17,Audax Italiano,Palestino,3,1
2018-08-18,San Luis,Unión Española,0,2
2018-08-18,Antofagasta,Union Calera,0,2
2018-08-18,Universidad de Chile,O'Higgins,1,0
2018-08-18,Everton,Huachipato,0,0
2018-08-19,Iquique,Colo Colo,2,1
2018-08-19,Universidad de Concepcion,Temuco,0,0
2018-08-19,Universidad Catolica,Curicó,2,1
2018-08-24,Curicó,Universidad de Concepcion,1,0
2018-08-25,Colo Colo,Universidad de Chile,1,0
2018-08-25,Temuco,Everton,1,1
2018-08-25,Huachipato,Antofagasta,0,0
2018-08-25,O'Higgins,Unión Española,1,1
2018-08-26,Palestino,San Luis,0,1
2018-08-26,Union Calera,Iquique,1,0
2018-08-26,Audax Italiano,Universidad Catolica,0,0
2018-08-31,Universidad de Chile,Temuco,2,1
2018-09-01,Iquique,O'Higgins,3,1
2018-09-01,San Luis,Audax Italiano,0,0
2018-09-01,Unión Española,Universidad de Chile,1,1
2018-09-01,Universidad de Concepcion,Union Calera,2,1
2018-09-02,Everton,Colo Colo,4,2
2018-09-02,Antofagasta,Palestino,1,0
2018-09-02,Huachipato,Curicó,1,0
2018-09-21,Temuco,Huachipato,0,4
2018-09-22,Palestino,Unión Española,1,1
2018-09-22,Audax Italiano,Iquique,3,1
2018-09-22,Union Calera,Everton,0,4
2018-09-22,Universidad Catolica,San Luis,2,1
2018-09-23,Universidad de Concepcion,Universidad de Chile,3,1
2018-09-23,Curicó,O'Higgins,1,0
2018-09-23,Colo Colo,Antofagasta,3,4
2018-09-28,San Luis,Huachipato,2,4
2018-09-29,Iquique,Temuco,2,1
2018-09-29,Universidad de Chile,Union Calera,1,0
2018-09-29,O'Higgins,Palestino,2,2
2018-09-29,Everton,Audax Italiano,1,0
2018-09-30,Universidad Catolica,Colo Colo,1,0
2018-09-30,Antofagasta,Universidad de Concepcion,1,0
2018-09-30,Unión Española,Curicó,2,1
2018-10-05,Temuco,O'Higgins,0,1
2018-10-06,Palestino,Universidad de Chile,1,3
2018-10-06,Huachipato,Universidad Catolica,3,0
2018-10-06,Audax Italiano,Union Calera,4,0
2018-10-07,Curicó,Everton,3,1
2018-10-07,San Luis,Antofagasta,1,1
2018-10-07,Colo Colo,Unión Española,1,1
2018-10-08,Universidad de Concepcion,Iquique,3,0
2018-10-19,Unión Española,Temuco,2,1
2018-10-20,O'Higgins,Colo Colo,1,1
2018-10-20,Curicó,Palestino,0,0
2018-10-20,Union Calera,Huachipato,0,2
2018-10-20,Universidad Catolica,Universidad de Concepcion,1,0
2018-10-21,Iquique,San Luis,2,2
2018-10-21,Antofagasta,Audax Italiano,1,1
2018-10-21,Universidad de Chile,Everton,2,0
2018-10-26,Universidad de Concepcion,Unión Española,1,0
2018-10-27,Universidad de Chile,Universidad Catolica,2,0
2018-10-27,Union Calera,San Luis,0,1
2018-10-27,Huachipato,O'Higgins,0,1
2018-10-28,Palestino,Iquique,5,1
2018-10-28,Everton,Antofagasta,3,2
2018-10-28,Audax Italiano,Colo Colo,1,1
2018-10-28,Temuco,Curicó,1,2
2018-11-02,O'Higgins,Universidad de Concepcion,4,2
2018-11-03,Iquique,Huachipato,2,0
2018-11-03,Temuco,Audax Italiano,2,1
2018-11-03,Unión Española,Everton,2,2
2018-11-04,Antofagasta,Universidad Catolica,1,1
2018-11-04,Curicó,Union Calera,2,0
2018-11-04,Colo Colo,Palestino,0,0
2018-11-10,San Luis,Universidad de Chile,1,2
2018-11-23,Audax Italiano,Curicó,4,1
2018-11-24,Huachipato,Colo Colo,1,2
2018-11-24,Antofagasta,Unión Española,1,1
2018-11-24,Everton,Palestino,3,0
2018-11-24,Union Calera,Temuco,0,1
2018-11-25,Universidad de Chile,Iquique,0,0
2018-11-25,Universidad Catolica,O'Higgins,1,0
2018-11-25,Universidad de Concepcion,San Luis,2,0
2018-11-28,San Luis,Everton,1,2
2018-11-29,Unión Española,Union Calera,1,1
2018-11-29,O'Higgins,Audax Italiano,4,0
2018-12-02,Iquique,Antofagasta,0,2
2018-12-02,Curicó,Universidad de Chile,1,2
2018-12-02,Temuco,Universidad Catolica,1,2
2018-12-02,Palestino,Huachipato,3,0
2018-12-02,Colo Colo,Universidad de Concepcion,0,2
2019-02-15,Union Calera,Palestino,2,0
2019-02-15,Coquimbo,Universidad Catolica,1,2
2019-02-16,Iquique,Curicó,0,0
2019-02-16,Universidad de Chile,Cobresal,1,1
2019-02-16,Universidad de Concepcion,Everton,0,0
2019-02-17,Huachipato,O'Higgins,2,1
2019-02-17,Unión Española,Colo Colo,1,3
2019-02-17,Audax Italiano,Antofagasta,0,3
2019-02-22,Antofagasta,Unión Española,1,2
2019-02-22,Colo Colo,Universidad de Concepcion,1,0
2019-02-23,Everton,Union Calera,1,2
2019-02-23,O'Higgins,Universidad de Chile,1,0
2019-02-23,Curicó,Coquimbo,0,0
2019-02-24,Cobresal,Audax Italiano,1,2
2019-02-24,Palestino,Huachipato,3,1
2019-02-24,Universidad Catolica,Iquique,0,1
2019-03-01,Audax Italiano,Universidad Catolica,0,2
2019-03-02,Iquique,O'Higgins,1,3
2019-03-02,Unión Española,Palestino,1,0
2019-03-02,Universidad de Chile,Huachipato,3,0
2019-03-03,Coquimbo,Everton,4,0
2019-03-03,Curicó,Colo Colo,3,4
2019-03-03,Union Calera,Cobresal,2,1
2019-03-25,Universidad de Concepcion,Antofagasta,1,1
2019-03-08,O'Higgins,Coquimbo,2,0
2019-03-09,Huachipato,Audax Italiano,2,0
2019-03-09,Palestino,Universidad de Concepcion,4,1
2019-03-09,Universidad Catolica,Union Calera,1,0
2019-03-10,Everton,Iquique,2,0
2019-03-10,Universidad de Chile,Unión Española,1,2
2019-03-10,Cobresal,Colo Colo,0,0
2019-03-10,Antofagasta,Curicó,1,1
2019-03-15,Curicó,Cobresal,3,1
2019-03-15,Unión Española,Huachipato,2,1
2019-03-16,Universidad de Concepcion,Universidad de Chile,2,1
2019-03-16,Audax Italiano,O'Higgins,2,2
2019-03-17,Colo Colo,Universidad Catolica,2,3
2019-03-17,Iquique,Palestino,3,3
2019-03-17,Coquimbo,Union Calera,1,1
2019-03-17,Everton,Antofagasta,1,0
2019-03-27,Palestino,Audax Italiano,1,2
2019-03-29,Union Calera,Universidad de Concepcion,3,1
2019-03-30,Colo Colo,Iquique,2,0
2019-03-30,O'Higgins,Unión Española,0,2
2019-03-31,Antofagasta,Universidad de Chile,3,1
2019-03-31,Universidad Catolica,Curicó,0,0
2019-03-31,Huachipato,Coquimbo,0,0
2019-06-13,Everton,Cobresal,2,1
2019-04-05,Palestino,O'Higgins,1,1
2019-04-05,Huachipato,Cobresal,3,1
2019-04-06,Coquimbo,Colo Colo,2,0
2019-04-06,Universidad de Concepcion,Audax Italiano,1,0
2019-04-07,Iquique,Antofagasta,2,0
2019-04-07,Everton,Universidad Catolica,1,2
2019-04-07,Universidad de Chile,Union Calera,1,1
2019-04-07,Unión Española,Curicó,2,1
2019-04-12,Curicó,Everton,2,2
2019-04-13,Iquique,Unión Española,3,2
2019-04-13,Colo Colo,O'Higgins,3,2
2019-04-13,Audax Italiano,Coquimbo,2,0
2019-04-13,Union Calera,Huachipato,2,1
2019-04-14,Universidad Catolica,Universidad de Chile,4,0
2019-04-14,Antofagasta,Palestino,0,1
2019-04-14,Cobresal,Universidad de Concepcion,1,0
2019-04-19,Universidad de Concepcion,Iquique,1,0
2019-04-19,O'Higgins,Cobresal,2,0
2019-04-19,Palestino,Universidad Catolica,1,2
2019-04-19,Huachipato,Colo Colo,1,1
2019-04-20,Audax Italiano,Union Calera,1,1
2019-04-21,Universidad de Chile,Curicó,3,3
2019-04-21,Antofagasta,Coquimbo,0,1
2019-04-21,Unión Española,Everton,0,4
2019-04-26,Colo Colo,Antofagasta,1,0
2019-04-27,Iquique,Cobresal,0,1
2019-04-27,Everton,Universidad de Chile,1,1
2019-04-27,Curicó,Huachipato,4,2
2019-04-28,Union Calera,O'Higgins,2,0
2019-04-28,Universidad Catolica,Universidad de Concepcion,3,1
2019-04-28,Unión Española,Audax Italiano,0,2
2019-04-28,Coquimbo,Palestino,2,2
2019-05-03,Palestino,Everton,1,0
2019-05-03,Universidad de Concepcion,Curicó,1,2
2019-05-04,O'Higgins,Universidad Catolica,1,0
2019-05-04,Huachipato,Iquique,1,1
2019-05-04,Coquimbo,Unión Española,2,0
2019-05-05,Cobresal,Antofagasta,2,2
2019-05-05,Union Calera,Colo Colo,1,1
2019-05-05,Audax Italiano,Universidad de Chile,3,1
2019-05-10,Antofagasta,Huachipato,0,1
2019-05-11,Iquique,Union Calera,1,0
2019-05-11,Curicó,O'Higgins,2,1
2019-05-11,Colo Colo,Palestino,2,1
2019-05-12,Everton,Audax Italiano,0,2
2019-05-12,Cobresal,Universidad Catolica,0,2
2019-05-12,Unión Española,Universidad de Concepcion,1,0
2019-05-12,Universidad de Chile,Coquimbo,1,1
2019-05-17,Palestino,Cobresal,3,0
2019-05-17,Union Calera,Unión Española,1,2
2019-05-17,Universidad Catolica,Antofagasta,5,1
2019-05-18,Universidad de Chile,Colo Colo,1,1
2019-05-18,O'Higgins,Everton,2,1
2019-05-19,Huachipato,Universidad de Concepcion,1,0
2019-05-19,Coquimbo,Iquique,1,1
2019-05-19,Audax Italiano,Curicó,3,1
2019-05-24,Cobresal,Coquimbo,4,1
2019-05-24,Everton,Huachipato,0,0
2019-05-25,Antofagasta,Union Calera,1,1
2019-05-25,Colo Colo,Audax Italiano,3,0
2019-05-26,Iquique,Universidad de Chile,2,4
2019-05-26,Curicó,Palestino,1,1
2019-05-26,Universidad de Concepcion,O'Higgins,1,1
2019-06-11,Universidad Catolica,Unión Española,0,0
2019-07-26,Coquimbo,Universidad de Concepcion,2,2
2019-07-27,Unión Española,Cobresal,1,3
2019-07-27,Palestino,Universidad de Chile,1,1
2019-07-27,Audax Italiano,Iquique,3,1
2019-07-28,O'Higgins,Antofagasta,3,6
2019-07-28,Huachipato,Universidad Catolica,0,1
2019-07-28,Colo Colo,Everton,0,0
2019-07-28,Union Calera,Curicó,2,0
2019-08-02,Unión Española,Union Calera,1,1
2019-08-03,Iquique,Coquimbo,0,1
2019-08-03,Cobresal,O'Higgins,2,1
2019-08-03,Huachipato,Palestino,0,2
2019-08-03,Universidad de Chile,Audax Italiano,1,1
2019-08-04,Universidad de Concepcion,Universidad Catolica,0,3
2019-08-04,Antofagasta,Everton,1,1
2019-08-04,Colo Colo,Curicó,0,1
2019-08-09,Curicó,Universidad de Concepcion,2,4
2019-08-10,Cobresal,Iquique,0,1
2019-08-10,Universidad de Chile,Antofagasta,1,0
2019-08-10,Everton,Unión Española,1,0
2019-08-10,Audax Italiano,Huachipato,0,1
2019-08-11,Palestino,Union Calera,1,1
2019-08-11,O'Higgins,Colo Colo,1,0
2019-08-11,Universidad Catolica,Coquimbo,1,1
2019-08-16,Colo Colo,Unión Española,1,0
2019-08-17,O'Higgins,Iquique,4,1
2019-08-17,Coquimbo,Curicó,2,1
2019-08-17,Universidad Catolica,Everton,1,0
2019-08-17,Universidad de Concepcion,Huachipato,1,1
2019-08-18,Union Calera,Universidad de Chile,0,0
2019-08-18,Antofagasta,Cobresal,2,0
2019-08-18,Audax Italiano,Palestino,2,3
2019-08-23,Unión Española,O'Higgins,0,1
2019-08-24,Cobresal,Union Calera,1,0
2019-08-24,Palestino,Colo Colo,2,2
2019-08-24,Everton,Coquimbo,0,2
2019-08-24,Curicó,Audax Italiano,2,2
2019-08-25,Iquique,Universidad de Concepcion,2,2
2019-08-25,Universidad de Chile,Universidad Catolica,1,1
2019-08-25,Huachipato,Audax Italiano,4,3
2019-08-30,Union Calera,Everton,0,0
2019-08-31,Curicó,Iquique,1,2
2019-08-31,Coquimbo,Universidad de Chile,2,2
2019-08-31,Audax Italiano,Unión Española,3,2
2019-09-01,Universidad de Concepcion,Palestino,0,0
2019-09-01,Antofagasta,Universidad Catolica,1,2
2019-09-01,O'Higgins,Huachipato,0,3
2019-09-01,Colo Colo,Cobresal,0,2
2019-09-13,Huachipato,Curicó,2,0
2019-09-14,Palestino,Coquimbo,2,0
2019-09-14,Iquique,Audax Italiano,1,3
2019-09-14,Unión Española,Universidad de Chile,1,1
2019-09-15,Universidad de Concepcion,Colo Colo,3,1
2019-09-15,Cobresal,Everton,2,1
2019-09-15,Universidad Catolica,O'Higgins,0,0
2019-09-15,Union Calera,Antofagasta,2,3
2019-09-27,Everton,Universidad de Concepcion,1,0
2019-09-28,Coquimbo,Antofagasta,1,1
2019-09-28,Universidad de Chile,Palestino,2,3
2019-09-28,Curicó,Universidad Catolica,1,4
2019-09-28,Unión Española,Iquique,4,0
2019-09-29,Audax Italiano,Colo Colo,2,4
2019-09-29,Cobresal,Huachipato,1,1
2019-09-29,O'Higgins,Union Calera,3,1
2019-10-04,Huachipato,Union Calera,1,2
2019-10-05,Antofagasta,O'Higgins,3,1
2019-10-05,Colo Colo,Universidad de Chile,3,2
2019-10-05,Universidad de Concepcion,Unión Española,1,1
2019-10-06,Iquique,Everton,0,0
2019-10-06,Palestino,Curicó,4,2
2019-10-06,Universidad Catolica,Cobresal,5,0
2019-10-06,Coquimbo,Audax Italiano,1,0
2019-10-13,O'Higgins,Universidad de Concepcion,1,2
2019-10-15,Cobresal,Palestino,3,2
2019-10-15,Unión Española,Coquimbo,3,1
2019-10-15,Antofagasta,Audax Italiano,1,0
2019-10-16,Union Calera,Universidad Catolica,1,0
2019-10-16,Colo Colo,Huachipato,2,2
2019-10-17,Everton,Curicó,2,1
2019-10-17,Universidad de Chile,Iquique,2,1
2019-11-22,Union Calera,Iquique,0,0
2019-11-22,Cobresal,Unión Española,3,2
2020-01-24,Everton,Universidad de Concepcion,2,1
2020-01-24,O'Higgins,Union Calera,1,2
2020-01-25,Antofagasta,Coquimbo,2,1
2020-01-25,Audax Italiano,Cobresal,4,1
2020-01-26,Wanderers,Universidad Catolica,0,3
2020-01-26,Huachipato,Universidad de Chile,2,1
2020-01-26,Unión Española,Iquique,3,2
2020-01-28,Curicó,La Serena,1,0
2020-01-28,Colo Colo,Palestino,3,0
2020-01-31,Coquimbo,Audax Italiano,0,0
2020-01-31,Union Calera,Unión Española,1,0
2020-02-01,Universidad de Concepcion,Wanderers,0,2
2020-02-01,Palestino,Huachipato,1,0
2020-02-01,Universidad de Chile,Curicó,5,1
2020-02-02,Cobresal,Colo Colo,2,1
2020-02-02,Universidad Catolica,O'Higgins,3,2
2020-02-02,Iquique,Everton,2,2
2020-02-03,La Serena,Antofagasta,0,1
2020-02-07,La Serena,Cobresal,1,2
2020-02-08,Huachipato,Universidad de Concepcion,1,1
2020-02-08,Universidad de Chile,Union Calera,3,0
2020-02-08,Curicó,Iquique,1,0
2020-02-09,Antofagasta,Universidad Catolica,2,3
2020-02-09,Audax Italiano,Colo Colo,2,1
2020-02-09,Unión Española,Palestino,1,1
2020-02-10,O'Higgins,Wanderers,2,1
2020-02-10,Everton,Coquimbo,1,0
2020-02-14,Union Calera,La Serena,2,1
2020-02-15,Wanderers,Universidad de Chile,1,1
2020-02-15,Palestino,O'Higgins,0,0
2020-02-15,Iquique,Antofagasta,0,4
2020-02-16,Cobresal,Everton,1,1
2020-02-16,Colo Colo,Universidad Catolica,0,2
2020-02-16,Universidad de Concepcion,Curicó,1,2
2020-02-17,Unión Española,Audax Italiano,1,2
2020-08-29,Coquimbo,Huachipato,1,2
2020-02-21,Antofagasta,Universidad de Concepcion,1,1
2020-02-21,Universidad Catolica,Iquique,3,1
2020-02-22,Huachipato,Cobresal,1,0
2020-02-22,Everton,Union Calera,0,1
2020-02-23,La Serena,Wanderers,3,0
2020-02-23,Universidad de Chile,Coquimbo,1,1
2020-02-23,Audax Italiano,Palestino,0,1
2020-02-24,Curicó,Colo Colo,1,0
2020-02-24,O'Higgins,Unión Española,1,3
2020-02-28,Union Calera,Universidad Catolica,1,1
2020-02-29,Cobresal,Iquique,1,1
2020-02-29,Colo Colo,Universidad de Concepcion,2,2
2020-02-29,Unión Española,Everton,2,0
2020-03-01,Coquimbo,La Serena,2,1
2020-03-01,O'Higgins,Universidad de Chile,2,3
2020-03-01,Palestino,Antofagasta,2,2
2020-03-02,Curicó,Huachipato,1,0
2020-03-03,Wanderers,Audax Italiano,3,3
2020-03-05,Universidad de Chile,Everton,0,0
2020-03-05,Universidad de Concepcion,Cobresal,2,2
2020-03-07,La Serena,Colo Colo,1,2
2020-03-07,Antofagasta,Curicó,0,0
2020-03-07,Iquique,O'Higgins,1,0
2020-03-09,Union Calera,Coquimbo,2,0
2020-03-10,Wanderers,Palestino,1,2
2020-03-10,Huachipato,Audax Italiano,2,1
2020-08-29,Universidad Catolica,Unión Española,0,1
2020-03-14,Cobresal,Universidad Catolica,0,1
2020-03-14,Everton,La Serena,0,0
2020-03-15,Coquimbo,Iquique,0,3
2020-03-15,Unión Española,Huachipato,4,4
2020-03-15,Audax Italiano,Universidad de Concepcion,1,1
2020-08-29,Colo Colo,Wanderers,2,3
2020-08-30,O'Higgins,Antofagasta,0,1
2020-08-30,Palestino,Universidad de Chile,2,2
2020-08-30,Curicó,Union Calera,0,2
2020-09-03,Universidad de Concepcion,Unión Española,2,3
2020-09-03,Palestino,Everton,1,0
2020-09-04,Union Calera,Cobresal,2,2
2020-09-04,La Serena,O'Higgins,1,1
2020-09-05,Iquique,Huachipato,1,0
2020-09-05,Universidad Catolica,Coquimbo,4,1
2020-09-05,Wanderers,Curicó,2,0
2020-09-06,Antofagasta,Audax Italiano,2,2
2020-09-06,Universidad de Chile,Colo Colo,1,1
2020-09-08,Universidad de Concepcion,Union Calera,2,1
2020-09-08,Unión Española,Wanderers,2,1
2020-09-09,Huachipato,Universidad Catolica,1,3
2020-09-09,Cobresal,Curicó,4,0
2020-09-09,Colo Colo,O'Higgins,0,1
2020-09-09,Coquimbo,Palestino,1,0
2020-09-10,Audax Italiano,La Serena,2,1
2020-09-10,Iquique,Universidad de Chile,0,2
2020-09-10,Everton,Antofagasta,0,0
2020-09-12,Union Calera,Colo Colo,0,0
2020-09-13,Wanderers,Huachipato,3,2
2020-09-13,Universidad Catolica,Audax Italiano,3,0
2020-09-13,O'Higgins,Everton,1,2
2020-09-14,Universidad de Chile,Cobresal,2,1
2020-09-15,La Serena,Universidad de Concepcion,0,1
2020-09-15,Curicó,Coquimbo,2,1
2020-09-16,Palestino,Iquique,2,0
2020-09-17,Antofagasta,Unión Española,2,0
2020-09-24,Iquique,Union Calera,0,3
2020-09-24,Universidad de Concepcion,O'Higgins,1,4
2020-09-24,Cobresal,Palestino,2,1
2020-09-25,Coquimbo,Wanderers,2,1
2020-09-25,Huachipato,La Serena,1,1
2020-09-26,Everton,Universidad Catolica,2,2
2020-09-26,Audax Italiano,Curicó,0,0
2020-09-27,Unión Española,Universidad de Chile,3,1
2020-11-10,Colo Colo,Antofagasta,1,0
2020-10-01,Palestino,Universidad de Concepcion,0,1
2020-10-02,Wanderers,Iquique,3,1
2020-10-02,O'Higgins,Coquimbo,1,4
2020-10-03,La Serena,Unión Española,0,2
2020-10-03,Antofagasta,Cobresal,2,1
2020-10-03,Curicó,Everton,1,3
2020-10-03,Colo Colo,Huachipato,0,1
2020-10-04,Universidad Catolica,Universidad de Chile,3,0
2020-10-04,Union Calera,Audax Italiano,3,2
2020-10-08,O'Higgins,Cobresal,0,2
2020-10-09,Unión Española,Curicó,2,1
2020-10-09,Coquimbo,Colo Colo,2,2
2020-10-10,Iquique,Audax Italiano,2,1
2020-10-10,Huachipato,Antofagasta,0,0
2020-10-10,Everton,Wanderers,2,2
2020-10-10,Universidad Catolica,Universidad de Concepcion,1,1
2020-10-11,Union Calera,Palestino,1,0
2020-10-11,Universidad de Chile,La Serena,3,0
2020-10-14,La Serena,Palestino,4,2
2020-10-14,Cobresal,Coquimbo,0,1
2020-10-14,Huachipato,Everton,1,0
2020-10-14,Colo Colo,Unión Española,3,5
2020-10-15,Universidad de Concepcion,Iquique,1,1
2020-10-15,Wanderers,Union Calera,0,3
2020-10-15,Antofagasta,Universidad de Chile,1,0
2020-10-15,Audax Italiano,O'Higgins,2,1
2020-10-15,Curicó,Universidad Catolica,3,2
2020-10-20,Iquique,La Serena,2,0
2020-10-20,Union Calera,Huachipato,3,0
2020-10-20,O'Higgins,Curicó,2,2
2020-10-21,Wanderers,Antofagasta,2,1
2020-10-21,Coquimbo,Universidad de Concepcion,0,2
2020-10-21,Universidad de Chile,Audax Italiano,2,2
2020-10-21,Unión Española,Cobresal,1,0
2020-10-28,Everton,Colo Colo,1,1
2020-11-08,Palestino,Universidad Catolica,1,4
2020-10-29,Cobresal,Wanderers,1,0
2020-10-29,Universidad de Concepcion,Universidad de Chile,1,0
2020-10-30,Antofagasta,Union Calera,3,1
2020-10-31,Colo Colo,Iquique,0,2
2020-10-31,Huachipato,O'Higgins,2,0
2020-10-31,Curicó,Palestino,1,0
2020-10-31,Audax Italiano,Everton,1,2
2020-11-01,Coquimbo,Unión Española,1,1
2020-11-01,Universidad Catolica,La Serena,3,0
2020-11-13,Everton,O'Higgins,0,1
2020-11-14,Palestino,Colo Colo,3,1
2020-11-14,Iquique,Curicó,1,2
2020-11-14,Unión Española,Union Calera,3,2
2020-11-14,Audax Italiano,Coquimbo,2,0
2020-11-15,Universidad de Concepcion,Antofagasta,2,0
2020-11-15,La Serena,Huachipato,1,0
2020-11-15,Universidad de Chile,Wanderers,3,0
2020-11-15,Universidad Catolica,Cobresal,2,1
2020-11-17,O'Higgins,Palestino,1,0
2020-11-18,Curicó,Universidad de Concepcion,2,2
2020-11-18,Cobresal,La Serena,1,2
2020-11-18,Union Calera,Universidad de Chile,1,0
2020-11-18,Coquimbo,Universidad Catolica,2,1
2020-11-19,Antofagasta,Everton,1,1
2020-11-19,Huachipato,Iquique,1,1
2020-11-19,Colo Colo,Audax Italiano,1,0
2020-11-19,Wanderers,Unión Española,1,0
2020-11-21,Coquimbo,Union Calera,1,2
2020-11-22,Palestino,La Serena,1,3
2020-11-22,Everton,Universidad de Chile,1,1
2020-11-22,Universidad Catolica,Antofagasta,5,3
2020-11-23,Iquique,Cobresal,0,0
2020-11-23,Universidad de Concepcion,Huachipato,0,1
2020-11-23,Unión Española,O'Higgins,0,2
2020-11-24,Audax Italiano,Wanderers,1,1
2020-11-25,Colo Colo,Curicó,0,2
2020-12-02,Antofagasta,Palestino,1,1
2020-12-03,Curicó,Audax Italiano,4,1
2020-12-03,Unión Española,Universidad de Concepcion,1,1
